"header","class","mechanism","group","FC.199A1in2_concatenated","FC.113A1in2_concatenated","FC.186A1in2_concatenated","FC.143A_concatenated","FC.172A1in2_concatenated","FC.177A1in2_concatenated","FC.112A1in2_concatenated","FC.161A1in2_concatenated","FC.162A_concatenated","FC.122A1in2_concatenated","FC.195A1in2_concatenated","FC.195A_concatenated","FC.134A_concatenated","FC.181A1in2_concatenated","FC.123A_concatenated","FC.133A_concatenated","FC.134A1in2_concatenated","FC.172A_concatenated","FC.181A_concatenated","FC.186A_concatenated","FC.123A1in2_concatenated","FC.162A1in2_concatenated","FC.142A1in2_concatenated","FC.143A1in2_concatenated","FC.161A_concatenated","FC.113A_concatenated","FC.177A_concatenated","FC.122A_concatenated","FC.133A1in2_concatenated","FC.199A_concatenated","FC.142A_concatenated","FC.112A_concatenated"
"RGI|gb|U00096|+|2154015-2155263|ARO:3000792","Multi-drug resistance","Multi-drug efflux pumps","MDTA",0,0,0,0,0,101.214574898785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.456790123457,0,0,0,0,0
"RGI|gb|U00096|+|2155262-2158385|ARO:3000793","Multi-drug resistance","Multi-drug efflux pumps","MDTB",0,0,0,0,0,457.48987854251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422.83950617284,0,0,0,0,0
"RGI|gb|U00096|+|2158385-2161463|ARO:3000794","Multi-drug resistance","Multi-drug efflux pumps","MDTC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308.641975308642,0,0,0,0,0
"RGI|gb|U00096|+|2484373-2487967|ARO:3000833","Multi-drug resistance","MDR regulator","EVGS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265.432098765432,0,0,0,0,0
"RGI|gb|U00096|+|2812615-2814154|ARO:3000074","Multi-drug resistance","Multi-drug efflux pumps","EMRB",0,0,0,0,0,145.748987854251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.407407407407,0,0,0,0,0
"RGI|gb|U00096|+|3413863-3415021|ARO:3000499","Aminoglycosides","Aminoglycoside efflux pumps","ACRE",0,0,0,0,0,246.963562753037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256.172839506173,0,0,0,0,0
"RGI|gb|U00096|+|3415032-3418137|ARO:3000502","Aminoglycosides","Aminoglycoside efflux pumps","ACRF",0,0,0,0,0,307.692307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,567.901234567901,0,0,0,0,0
"RGI|gb|U00096|+|3660413-3663527|ARO:3000796","Multi-drug resistance","Multi-drug efflux pumps","MDTF",0,0,0,0,0,356.275303643725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503.086419753086,0,0,0,0,0
"RGI|gb|U00096|-|1124117-1125326|ARO:3001216","Multi-drug resistance","Multi-drug efflux pumps","MDTH",0,0,0,0,0,85.0202429149798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.061728395062,0,0,0,0,0
"RGI|gb|U00096|-|3412802-3413465|ARO:3000656","Aminoglycosides","Aminoglycoside efflux regulator","ACRS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.8148148148148,0,0,0,0,0
"SNPconfirmed|RGI|Strict|AAC(3)-IIa","Aminoglycosides","Aminoglycoside N-acetyltransferases","AAC4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.764705882353,0,0,0,0,0,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|AAC(3)-IIc","Aminoglycosides","Aminoglycoside N-acetyltransferases","AAC5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.764705882353,0,0,0,0,0,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|AAC(3)-Ib","Aminoglycosides","Aminoglycoside N-acetyltransferases","AAC3",32.7868852459017,0,13.8888888888889,0,52.6315789473685,4.04858299595142,0,0,22.7272727272728,0,15.625,27.7777777777779,0,0,38.4615384615386,0,0,0,60.6060606060608,35.2941176470589,123.076923076923,18.1818181818182,0,25.0000000000001,27.0270270270271,10.2040816326531,3.08641975308642,14.2857142857143,0,44.7761194029851,0,0
"SNPconfirmed|RGI|Strict|AAC(6)-31","Aminoglycosides","Aminoglycoside N-acetyltransferases","AAC6-PRIME",0,0,0,0,0,0,0,0,0,0,0,0,0,47.6190476190478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|AAC(6)-IIc","Aminoglycosides","Aminoglycoside N-acetyltransferases","AAC6-PRIME",32.7868852459017,76.9230769230772,0,0,26.3157894736842,0,41.6666666666667,0,45.4545454545455,70.1754385964914,15.625,0,0,95.2380952380955,0,0,0,0,121.212121212122,23.5294117647059,46.1538461538462,0,60.6060606060608,0,13.5135135135135,30.6122448979592,12.3456790123457,28.5714285714286,22.7272727272728,14.9253731343284,60.0000000000001,0
"SNPconfirmed|RGI|Strict|AAC(6)-Ib7","Aminoglycosides","Aminoglycoside N-acetyltransferases","AAC6-PRIME",245.901639344263,25.6410256410257,55.5555555555556,0,171.052631578948,0,0,0,102.272727272727,17.5438596491228,296.875000000001,83.3333333333336,57.1428571428573,47.6190476190478,0,0,32.2580645161292,0,30.3030303030304,82.3529411764707,46.1538461538462,145.454545454546,0,25.0000000000001,108.108108108108,10.2040816326531,3.08641975308642,42.8571428571429,45.4545454545455,253.731343283582,0,20
"SNPconfirmed|RGI|Strict|AAC(6)-Ic","Aminoglycosides","Aminoglycoside N-acetyltransferases","AAC6-PRIME",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2857142857143,0,0,0,0
"SNPconfirmed|RGI|Strict|AAC(6)-Ii","Aminoglycosides","Aminoglycoside N-acetyltransferases","AAC6-PRIME",0,0,0,0,0,12.1457489878543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.17283950617284,0,0,0,0,0
"SNPconfirmed|RGI|Strict|ACC-1","betalactams","Class C betalactamases","ACC",0,0,0,0,105.263157894737,0,0,0,68.1818181818183,35.0877192982457,0,27.7777777777779,0,0,0,0,0,0,0,11.764705882353,0,163.636363636364,0,0,0,0,0,100,0,74.6268656716419,0,0
"SNPconfirmed|RGI|Strict|ACC-2","betalactams","Class C betalactamases","ACC",49.1803278688526,0,0,0,26.3157894736842,0,0,0,79.5454545454546,35.0877192982457,0,0,28.5714285714287,0,0,0,64.5161290322583,0,0,0,0,109.090909090909,0,0,0,0,0,85.7142857142859,0,52.2388059701493,0,0
"SNPconfirmed|RGI|Strict|ACC-3","betalactams","Class C betalactamases","ACC",81.9672131147543,0,0,0,197.368421052632,0,0,0,113.636363636364,52.6315789473685,31.2500000000001,83.3333333333336,0,0,0,0,0,0,0,47.0588235294118,0,72.7272727272729,0,0,0,0,0,214.285714285715,0,104.477611940299,0,0
"SNPconfirmed|RGI|Strict|ACC-4","betalactams","Class C betalactamases","ACC",65.5737704918034,0,0,0,236.842105263158,0,0,0,147.727272727273,35.0877192982457,0,0,57.1428571428573,0,0,0,0,0,0,11.764705882353,0,218.181818181819,30.3030303030304,0,0,0,0,157.142857142857,0,149.253731343284,0,0
"SNPconfirmed|RGI|Strict|ACC-5","betalactams","Class C betalactamases","ACC",49.1803278688526,0,0,0,105.263157894737,0,0,0,113.636363636364,87.7192982456142,0,0,28.5714285714287,0,0,0,0,64.5161290322583,0,0,0,163.636363636364,0,0,0,0,0,142.857142857143,0,44.7761194029851,0,0
"SNPconfirmed|RGI|Strict|ACT-16","betalactams","Class C betalactamases","ACT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2040816326531,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|ACT-17","betalactams","Class C betalactamases","ACT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.4615384615386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|ACT-18","betalactams","Class C betalactamases","ACT",0,0,0,0,0,4.04858299595142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|ACT-19","betalactams","Class C betalactamases","ACT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.17283950617284,0,0,0,0,0
"SNPconfirmed|RGI|Strict|ACT-20","betalactams","Class C betalactamases","ACT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.17283950617284,0,0,0,0,0
"SNPconfirmed|RGI|Strict|ACT-21","betalactams","Class C betalactamases","ACT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.5714285714286,0,0,0,0
"SNPconfirmed|RGI|Strict|ACT-27","betalactams","Class C betalactamases","ACT",0,0,0,0,0,0,0,0,22.7272727272728,0,0,0,0,0,38.4615384615386,0,0,0,0,0,0,0,0,0,0,0,9.25925925925926,14.2857142857143,0,0,0,0
"SNPconfirmed|RGI|Strict|ACT-30","betalactams","Class C betalactamases","ACT",0,0,0,0,0,4.04858299595142,0,0,22.7272727272728,0,0,0,28.5714285714287,0,0,0,0,0,0,0,0,0,0,0,81.0810810810812,0,3.08641975308642,0,22.7272727272728,0,20,0
"SNPconfirmed|RGI|Strict|ACT-32","betalactams","Class C betalactamases","ACT",0,0,0,0,0,0,0,0,22.7272727272728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.17283950617284,0,0,0,0,0
"SNPconfirmed|RGI|Strict|ACT-35","betalactams","Class C betalactamases","ACT",0,0,0,0,0,4.04858299595142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|ACT-36","betalactams","Class C betalactamases","ACT",0,0,0,0,0,0,0,0,0,0,0,0,28.5714285714287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|ACT-4","betalactams","Class C betalactamases","ACT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
"SNPconfirmed|RGI|Strict|ACT-5","betalactams","Class C betalactamases","ACT",0,0,0,0,0,4.04858299595142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0270270270271,0,3.08641975308642,0,0,0,20,0
"SNPconfirmed|RGI|Strict|ACT-6","betalactams","Class C betalactamases","ACT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2857142857143,0,0,0,0
"SNPconfirmed|RGI|Strict|ANT(2)-Ia","Aminoglycosides","Aminoglycoside O-nucleotidyltransferases","ANT2-DPRIME",0,0,55.5555555555556,0,0,0,0,0,0,0,0,0,0,0,38.4615384615386,0,0,0,0,0,30.7692307692308,0,0,0,13.5135135135135,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|ANT(3)-Ii-AAC(6)-IId fusion protein","Aminoglycosides","Aminoglycoside N-acetyltransferases","AAC6-PRIME",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5135135135135,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|ANT(6)-Ia","Aminoglycosides","Aminoglycoside O-nucleotidyltransferases","ANT6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0000000000002,0,0,0,0,0,0,0,0,0,0,0,0,22.7272727272728,0,0,0
"SNPconfirmed|RGI|Strict|APH(3)-IIIa","Aminoglycosides","Aminoglycoside O-nucleotidyltransferases","ANT3-DPRIME",0,0,0,0,0,0,10.4166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|APH(3)-Ia","Aminoglycosides","Aminoglycoside O-nucleotidyltransferases","ANT3-DPRIME",0,0,0,0,13.1578947368421,0,20.8333333333334,0,0,35.0877192982457,31.2500000000001,0,28.5714285714287,47.6190476190478,76.9230769230773,0,0,0,0,23.5294117647059,61.5384615384616,0,0,0,0,0,12.3456790123457,28.5714285714286,56.8181818181819,0,40.0000000000001,0
"SNPconfirmed|RGI|Strict|APH(3)-Ib","Aminoglycosides","Aminoglycoside O-nucleotidyltransferases","ANT3-DPRIME",0,51.2820512820514,0,71.4285714285716,105.263157894737,4.04858299595142,385.416666666667,34.4827586206897,45.4545454545455,35.0877192982457,93.7500000000002,55.5555555555557,171.428571428572,71.4285714285716,0,0,0,0,121.212121212122,35.2941176470589,307.692307692308,0,0,0,54.0540540540541,122.448979591837,12.3456790123457,114.285714285714,136.363636363637,0,40.0000000000001,40.0000000000001
"SNPconfirmed|RGI|Strict|APH(6)-Id","Aminoglycosides","Aminoglycoside O-nucleotidyltransferases","ANT6",0,25.6410256410257,55.5555555555556,107.142857142857,0,0,218.75,68.9655172413795,0,17.5438596491228,31.2500000000001,0,0,142.857142857143,153.846153846155,80.0000000000004,0,0,90.9090909090912,94.1176470588237,107.692307692308,0,0,50.0000000000002,0,81.6326530612246,12.3456790123457,85.7142857142859,79.5454545454546,44.7761194029851,80.0000000000002,160
"SNPconfirmed|RGI|Strict|AcrE","Aminoglycosides","Aminoglycoside efflux pumps","ACRE",0,0,0,0,0,408.906882591093,31.25,0,0,0,0,0,0,0,0,0,0,0,30.3030303030304,0,0,0,0,0,0,0,484.567901234568,0,0,0,0,0
"SNPconfirmed|RGI|Strict|AcrF","Aminoglycosides","Aminoglycoside efflux pumps","ACRF",0,0,13.8888888888889,0,13.1578947368421,684.21052631579,41.6666666666667,0,11.3636363636364,0,31.2500000000001,55.5555555555557,0,0,0,0,32.2580645161292,64.5161290322583,0,0,30.7692307692308,54.5454545454547,0,0,13.5135135135135,0,1033.95061728395,14.2857142857143,22.7272727272728,0,0,40.0000000000001
"SNPconfirmed|RGI|Strict|AcrS","Aminoglycosides","Aminoglycoside efflux regulator","ACRS",0,0,0,0,0,109.311740890688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.975308641975,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CARB-10","betalactams","Class A betalactamases","CARB",0,0,0,0,0,0,114.583333333333,0,0,0,0,0,28.5714285714287,47.6190476190478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CARB-14","betalactams","Class A betalactamases","CARB",0,0,0,0,0,0,20.8333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
"SNPconfirmed|RGI|Strict|CARB-16","betalactams","Class A betalactamases","CARB",0,0,0,0,0,0,104.166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.3030303030304,0,0,0,0,0,0,0,0,40.0000000000001
"SNPconfirmed|RGI|Strict|CARB-5","betalactams","Class A betalactamases","CARB",0,0,0,0,0,0,41.6666666666667,0,0,0,0,0,28.5714285714287,0,0,0,32.2580645161292,0,0,0,0,0,0,0,0,20.4081632653061,0,0,0,0,0,40.0000000000001
"SNPconfirmed|RGI|Strict|CARB-8","betalactams","Class A betalactamases","CARB",0,0,0,0,0,0,31.25,0,0,0,0,0,0,47.6190476190478,0,0,32.2580645161292,0,0,0,0,0,30.3030303030304,0,0,10.2040816326531,0,0,0,0,0,20
"SNPconfirmed|RGI|Strict|CFE-1","betalactams","Class C betalactamases","CMY",0,0,0,0,0,4.04858299595142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-100","betalactams","Class C betalactamases","CMY",0,0,0,0,0,8.09716599190284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.17283950617284,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-101","betalactams","Class C betalactamases","CMY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08641975308642,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-102","betalactams","Class C betalactamases","CMY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.17283950617284,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-103","betalactams","Class C betalactamases","CMY",0,0,0,0,0,4.04858299595142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3456790123457,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-104","betalactams","Class C betalactamases","CMY",0,0,0,0,0,12.1457489878543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.25925925925926,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-105","betalactams","Class C betalactamases","CMY",0,0,0,0,0,4.04858299595142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.17283950617284,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-108","betalactams","Class C betalactamases","CMY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.25925925925926,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-110","betalactams","Class C betalactamases","CMY",0,0,0,0,0,4.04858299595142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.25925925925926,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-111","betalactams","Class C betalactamases","CMY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3456790123457,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-113","betalactams","Class C betalactamases","CMY",0,0,0,0,0,8.09716599190284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-114","betalactams","Class C betalactamases","CMY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08641975308642,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-115","betalactams","Class C betalactamases","CMY",0,0,0,0,0,4.04858299595142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.6049382716049,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-116","betalactams","Class C betalactamases","CMY",0,0,0,0,0,4.04858299595142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-117","betalactams","Class C betalactamases","CMY",0,0,0,0,0,28.3400809716599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.8641975308642,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-118","betalactams","Class C betalactamases","CMY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08641975308642,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-119","betalactams","Class C betalactamases","CMY",0,0,0,0,0,4.04858299595142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-12","betalactams","Class C betalactamases","CMY",0,0,0,0,0,12.1457489878543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5185185185185,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-13","betalactams","Class C betalactamases","CMY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.17283950617284,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-14","betalactams","Class C betalactamases","CMY",0,0,0,0,0,20.2429149797571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.3827160493827,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-17","betalactams","Class C betalactamases","CMY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08641975308642,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-21","betalactams","Class C betalactamases","CMY",0,0,0,0,0,4.04858299595142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-23","betalactams","Class C betalactamases","CMY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.17283950617284,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-24","betalactams","Class C betalactamases","CMY",0,0,0,0,0,4.04858299595142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08641975308642,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-25","betalactams","Class C betalactamases","CMY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.9506172839506,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-31","betalactams","Class C betalactamases","CMY",0,0,0,0,0,16.1943319838057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3456790123457,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-32","betalactams","Class C betalactamases","CMY",0,0,0,0,0,4.04858299595142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3456790123457,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-34","betalactams","Class C betalactamases","CMY",0,0,0,0,0,12.1457489878543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.7777777777778,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-35","betalactams","Class C betalactamases","CMY",0,0,0,0,0,8.09716599190284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.17283950617284,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-36","betalactams","Class C betalactamases","CMY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5185185185185,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-4","betalactams","Class C betalactamases","CMY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3456790123457,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-40","betalactams","Class C betalactamases","CMY",0,0,0,0,0,20.2429149797571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.17283950617284,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-41","betalactams","Class C betalactamases","CMY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5185185185185,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-42","betalactams","Class C betalactamases","CMY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08641975308642,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-45","betalactams","Class C betalactamases","CMY",0,0,0,0,0,4.04858299595142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-46","betalactams","Class C betalactamases","CMY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4320987654321,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-47","betalactams","Class C betalactamases","CMY",0,0,0,0,0,12.1457489878543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.25925925925926,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-48","betalactams","Class C betalactamases","CMY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.17283950617284,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-49","betalactams","Class C betalactamases","CMY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.17283950617284,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-5","betalactams","Class C betalactamases","CMY",0,0,0,0,0,4.04858299595142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-50","betalactams","Class C betalactamases","CMY",0,0,0,0,0,20.2429149797571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3456790123457,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-51","betalactams","Class C betalactamases","CMY",0,0,0,0,0,12.1457489878543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08641975308642,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-56","betalactams","Class C betalactamases","CMY",0,0,0,0,0,8.09716599190284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.17283950617284,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-60","betalactams","Class C betalactamases","CMY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.25925925925926,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-62","betalactams","Class C betalactamases","CMY",0,0,0,0,0,4.04858299595142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3456790123457,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-65","betalactams","Class C betalactamases","CMY",0,0,0,0,0,8.09716599190284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.2098765432099,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-66","betalactams","Class C betalactamases","CMY",0,0,0,0,0,16.1943319838057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.25925925925926,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-67","betalactams","Class C betalactamases","CMY",0,0,0,0,0,12.1457489878543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3456790123457,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-68","betalactams","Class C betalactamases","CMY",0,0,0,0,0,8.09716599190284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-7","betalactams","Class C betalactamases","CMY",0,0,0,0,0,4.04858299595142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3456790123457,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-70","betalactams","Class C betalactamases","CMY",0,0,0,0,0,4.04858299595142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08641975308642,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-72","betalactams","Class C betalactamases","CMY",0,0,0,0,0,4.04858299595142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3456790123457,0,0,0,0,0
